State,Area_name,POVALL_2021,MEDHHINC_2021
KS,Smith,425,49756
KS,Stafford,489,52542
KS,Stanton,217,65457
KS,Stevens,521,64368
KS,Sumner,2694,58342
KS,Thomas,651,61169
KS,Trego,286,56619
KS,Wabaunsee,530,72031
KS,Wallace,185,59241
KS,Washington,536,55590
KS,Wichita,231,58549
KS,Wilson,1429,46829
KS,Woodson,432,41706
KS,Wyandotte,27959,54943
KY,Kentucky,712023,55532
KY,Adair,4237,42112
KY,Allen,3516,51485
KY,Anderson,2144,67773
KY,Ballard,1095,53491
KY,Barren,8455,49245
KY,Bath,2600,43410
KY,Bell,7388,31033
KY,Boone,8664,85284
KY,Bourbon,3008,58304
KY,Boyd,9672,48979
KY,Boyle,4247,52940
KY,Bracken,1241,55347
KY,Breathitt,4117,33005
KY,Breckinridge,3427,50012
KY,Bullitt,9146,68630
KY,Butler,2203,49288
KY,Caldwell,2001,46240
KY,Calloway,5792,49263
KY,Campbell,10009,71245
KY,Carlisle,738,56804
KY,Carroll,1890,49814
KY,Carter,6592,43538
KY,Casey,3188,38320
KY,Christian,11046,48416
KY,Clark,4202,60774
KY,Clay,6660,30700
KY,Clinton,2071,36865
KY,Crittenden,1654,46263
KY,Cumberland,1308,39511
KY,Daviess,13621,59304
KY,Edmonson,2237,47734
KY,Elliott,1697,34491
KY,Estill,3148,41843
KY,Fayette,45319,61269
KY,Fleming,2639,50025
KY,Floyd,9775,36253
KY,Franklin,6670,60517
KY,Fulton,1415,35630
KY,Gallatin,1280,57345
KY,Garrard,2492,54882
KY,Grant,3149,61078
KY,Graves,5859,49668
KY,Grayson,4672,45695
KY,Green,2179,42569
KY,Greenup,5124,54292
KY,Hancock,1135,60897
KY,Hardin,12683,61224
KY,Harlan,8521,31116
KY,Harrison,2644,58535
KY,Hart,3911,50074
KY,Henderson,5388,56142
KY,Henry,2167,56593
KY,Hickman,782,49328
KY,Hopkins,8164,49883
KY,Jackson,3237,36997
KY,Jefferson,110325,60636
KY,Jessamine,7179,61652
KY,Johnson,5326,41013
KY,Kenton,21038,70693
KY,Knott,4303,34051
KY,Knox,10263,32646
KY,Larue,2275,54470
KY,Laurel,12024,48950
KY,Lawrence,3991,42750
KY,Lee,2158,29143
KY,Leslie,2986,32682
KY,Letcher,6112,34897
KY,Lewis,2899,40508
KY,Lincoln,4637,44399
KY,Livingston,1283,48371
KY,Logan,4561,53519
KY,Lyon,1128,56445
KY,McCracken,11491,60504
KY,McCreary,5122,32938
KY,McLean,1228,53102
KY,Madison,14628,54498
KY,Magoffin,3781,34423
KY,Marion,3042,51523
KY,Marshall,4274,57802
KY,Martin,3953,29387
KY,Mason,2846,49924
KY,Meade,4421,58839
KY,Menifee,1699,38928
KY,Mercer,2910,53336
KY,Metcalfe,1971,42755
KY,Monroe,2433,41638
KY,Montgomery,4530,51831
KY,Morgan,3138,47131
KY,Muhlenberg,6086,45883
KY,Nelson,4998,62036
KY,Nicholas,1252,46547
KY,Ohio,3816,55432
KY,Oldham,3118,109181
KY,Owen,1708,55321
KY,Owsley,1386,29365
KY,Pendleton,2146,56036
KY,Perry,8164,36528
KY,Pike,16831,38066
KY,Powell,2941,40116
KY,Pulaski,12339,45532
KY,Robertson,407,51177
KY,Rockcastle,3375,43378
KY,Rowan,4572,52451
KY,Russell,4854,40454
KY,Scott,5418,71961
KY,Shelby,4422,72524
KY,Simpson,2638,58531
KY,Spencer,1470,91160
KY,Taylor,4375,50258
KY,Todd,2291,51189
KY,Trigg,2431,52511
KY,Trimble,1124,62902
KY,Union,2468,50862
KY,Warren,19324,59223
KY,Washington,1532,64733
KY,Wayne,4604,38651
KY,Webster,1944,52575
KY,Whitley,9665,37530
KY,Wolfe,1860,34749
KY,Woodford,2283,76942
LA,Louisiana,878477,52090
LA,Acadia Parish,11655,44648
LA,Allen Parish,3897,43192
LA,Ascension Parish,14512,75498
LA,Assumption Parish,3908,42404
LA,Avoyelles Parish,10991,38567
LA,Beauregard Parish,5612,59550
LA,Bienville Parish,3242,38093
LA,Bossier Parish,19266,61225
LA,Caddo Parish,53728,44968
LA,Calcasieu Parish,36850,57667
LA,Caldwell Parish,2048,39079
LA,Cameron Parish,709,62457
LA,Catahoula Parish,2148,38006
LA,Claiborne Parish,3415,36115
LA,Concordia Parish,5733,36821
LA,De Soto Parish,5247,48007
LA,East Baton Rouge Parish,84936,51746
LA,East Carroll Parish,2417,30288
LA,East Feliciana Parish,3404,51296
LA,Evangeline Parish,8132,37707
LA,Franklin Parish,4565,38439
LA,Grant Parish,3976,50979
LA,Iberia Parish,16297,47391
LA,Iberville Parish,5927,47942
LA,Jackson Parish,2855,45481
LA,Jefferson Parish,75278,56080
LA,Jefferson Davis Parish,5453,48709
LA,Lafayette Parish,42273,59062
LA,Lafourche Parish,15052,58740
LA,La Salle Parish,2658,47205
LA,Lincoln Parish,10976,40384
LA,Livingston Parish,17350,71605
LA,Madison Parish,2985,33619
LA,Morehouse Parish,7487,36998
LA,Natchitoches Parish,7777,43381
LA,Orleans Parish,92262,46188
LA,Ouachita Parish,38985,47737
LA,Plaquemines Parish,3339,68765
LA,Pointe Coupee Parish,3817,51988
LA,Rapides Parish,24885,47316
LA,Red River Parish,1761,40724
LA,Richland Parish,4733,39804
LA,Sabine Parish,4300,44952
LA,St. Bernard Parish,9531,46938
LA,St. Charles Parish,6097,70224
LA,St. Helena Parish,2729,41937
LA,St. James Parish,3327,60466
LA,St. John the Baptist Parish,6976,58548
LA,St. Landry Parish,21307,39806
LA,St. Martin Parish,9377,49271
LA,St. Mary Parish,10869,42757
LA,St. Tammany Parish,34095,68616
LA,Tangipahoa Parish,23496,51596
LA,Tensas Parish,1293,31438
LA,Terrebonne Parish,18132,59482
LA,Union Parish,4305,43746
LA,Vermilion Parish,11444,52070
LA,Vernon Parish,7909,51401
LA,Washington Parish,10657,39363
LA,Webster Parish,8444,41436
LA,West Baton Rouge Parish,4127,67436
LA,West Carroll Parish,2081,40812
LA,West Feliciana Parish,2268,69086
LA,Winn Parish,3174,44942
ME,Maine,149571,64823
ME,Androscoggin,15136,61411
ME,Aroostook,9666,51770
ME,Cumberland,22937,80484
ME,Franklin,3351,52295
ME,Hancock,6077,57001
ME,Kennebec,13702,60449
ME,Knox,4171,68786
ME,Lincoln,3266,65638
ME,Oxford,8728,51872
ME,Penobscot,21301,56261
ME,Piscataquis,2376,49999
ME,Sagadahoc,3209,75624
ME,Somerset,7378,51040
ME,Waldo,5124,58262
ME,Washington,5602,42755
ME,York,17548,73794
MD,Maryland,620829,90129
MD,Allegany,9934,49236
MD,Anne Arundel,35719,107281
MD,Baltimore,81334,80159
MD,Calvert,5419,117459
MD,Caroline,4449,61945
MD,Carroll,9212,102006
MD,Cecil,11243,76727
MD,Charles,11263,103918
MD,Dorchester,4807,54731
MD,Frederick,18065,104253
MD,Garrett,3095,55107
MD,Harford,19813,95951
MD,Howard,20724,131412
MD,Kent,2154,66183
MD,Montgomery,88627,112352
MD,Prince George's,106832,89689
MD,Queen Anne's,4044,94583
MD,St. Mary's,8744,106539
MD,Somerset,4608,47131
MD,Talbot,3511,78931
MD,Washington,21284,65433
MD,Wicomico,14083,61848
MD,Worcester,5379,70952
MD,Baltimore city,126488,54068
MA,Massachusetts,701700,89577
MA,Barnstable,18293,82980
MA,Berkshire,13454,60945
MA,Bristol,67318,72857
MA,Dukes,1601,79338
MA,Essex,75743,87145
MA,Franklin,7464,68948
MA,Hampden,76268,61818
MA,Hampshire,16221,77117
MA,Middlesex,120205,112345
MA,Nantucket,846,110966
MA,Norfolk,48469,114658
MA,Plymouth,39035,99445
MA,Suffolk,133563,77163
MA,Worcester,83218,84583
MI,Michigan,1283086,63444
MI,Alcona,1277,46749
MI,Alger,993,54516
MI,Allegan,11306,73873
MI,Alpena,4405,50848
MI,Antrim,2412,59430
MI,Arenac,2204,50452
MI,Baraga,1146,46656
MI,Barry,5522,68380
MI,Bay,12865,56681
MI,Benzie,1673,67924
MI,Berrien,24171,57554
MI,Branch,5388,60481
MI,Calhoun,17864,55639
MI,Cass,5849,62065
MI,Charlevoix,2362,64604
MI,Cheboygan,3273,53747
MI,Chippewa,5697,48972
MI,Clare,5798,46085
MI,Clinton,6121,77617
MI,Crawford,2067,50367
MI,Delta,4274,53234
MI,Dickinson,2898,56033
MI,Eaton,9406,70638
MI,Emmet,2914,71401
MI,Genesee,65045,52157
MI,Gladwin,3999,49146
